Title: The Influential Effect of Blending, Bump, Changing 
       Period, and Eclipsing Cepheids on the Leavitt Law  
Authors: Garcia-Varela A., Munoz J.R., Sabogal B.E., 
         Vargas Dominguez S., Martinez J.
Table: Bi-dimensional classification of OGLE-II Magellanic Clouds Cepheids
================================================================================
Byte-by-byte Description of file: datafile2.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label   Explanations
--------------------------------------------------------------------------------
   1-  2 I2     h      RAh     Hour of Right Ascension (J2000)
   4-  5 I2     min    RAm     Minute of Right Ascension (J2000)
   7- 11 F5.2   s      RAs     Second of Right Ascension (J2000)
  13- 13 A1     ---    DE-     Sign of the Declination (J2000)
  14- 15 I2     deg    DEd     Degree of Declination (J2000)
  17- 18 I2     arcmin DEm     Arcminude of Declination (J2000)
  20- 23 F4.1   arcsec DEs     Arcsecond of Declination (J2000)
  25- 32 A8     ---    OGLE    THe OGLE-II field (1)
  34- 39 I6     ---    ID      THe OGLE-II identifier
  41- 48 F8.5   d      Period  Period 
  50- 52 A3     ---    Class   The bi-dimensional class (2)
--------------------------------------------------------------------------------
Note (1): These data were reported for the LMC by 
          Udalski et al. (1999a) [1999AcA....49..223U], and for the SMC by 
          Udalski et al. (1999b) [1999AcA....49..437U].
Note (2): An appended "i" identifies the influential Cepheids.
--------------------------------------------------------------------------------
00 46 38.76 -72 59 17.1 SMC-SC4   81939 10.4446  C1i
00 46 39.43 -73 03 45.1 SMC-SC4   78539  7.33172 C1i
00 46 40.88 -72 45 33.8 SMC-SC4   94236  2.39249 B1 
00 46 40.95 -73 24 34.2 SMC-SC4   56831  1.39474 B2 
00 46 44.14 -72 46 41.9 SMC-SC4   91595  3.283   B1 
00 46 44.82 -72 57 34.9 SMC-SC4   82233  1.30993 B2 
00 46 47.90 -73 17 17.2 SMC-SC4   63467  2.43852 B1 
00 46 50.42 -72 55 32.4 SMC-SC4   85282  1.56952 B2 
00 46 50.94 -73 35 16.5 SMC-SC4   49179  4.12661 B1 
00 46 51.61 -73 10 16.1 SMC-SC4   71674  1.25584 B2i
00 46 52.23 -73 20 35.2 SMC-SC4   60146  1.88085 B2 
00 46 54.00 -72 56 00.4 SMC-SC4   85274  2.1712  B2 
00 46 54.34 -73 15 22.7 SMC-SC4   63728  1.66287 B2i
00 46 55.55 -72 44 42.6 SMC-SC4   94286  1.63591 B1 
00 46 57.90 -73 17 10.5 SMC-SC4   63373  8.48287 C1 
00 46 58.93 -73 14 43.7 SMC-SC4  113691  1.39074 B2 
00 46 59.81 -73 29 19.5 SMC-SC4  101175  5.09495 B1 
00 47 00.91 -73 09 01.6 SMC-SC4  120892  1.94448 B2 
00 47 02.72 -73 18 58.2 SMC-SC4  110580  1.38136 B2 
00 47 03.07 -72 56 02.2 SMC-SC4  134254  3.13131 B1 
00 47 03.47 -73 02 03.4 SMC-SC4  127867  4.43143 B1 
00 47 03.54 -72 40 21.0 SMC-SC4  145356  1.29139 B2 
00 47 04.15 -73 12 42.8 SMC-SC4  117050  1.90206 B2 
00 47 05.64 -73 15 17.0 SMC-SC4  113676  1.84525 B2 
00 47 06.38 -73 20 16.3 SMC-SC4  110307  5.3767  C3i
00 47 07.84 -72 42 10.0 SMC-SC4  145215  2.02398 B2 
00 47 09.02 -72 48 34.1 SMC-SC4  140260  1.2232  B2 
00 47 09.39 -73 06 46.5 SMC-SC4  124509  1.63174 B2 
00 47 09.39 -73 17 15.6 SMC-SC4  113626  1.98544 B2 
00 47 10.53 -72 57 37.1 SMC-SC4  130978 23.9644  B1i
00 47 12.08 -73 28 53.5 SMC-SC4  101254  2.12686 B2 
00 47 15.49 -73 12 49.7 SMC-SC4  117048  2.13729 B1 
00 47 17.88 -73 09 03.3 SMC-SC4  121090  1.31178 B2 
00 47 17.96 -72 51 18.2 SMC-SC4  137264  2.2166  B1 
00 47 18.86 -73 17 15.6 SMC-SC4  113742  1.34787 B2 
00 47 19.23 -73 19 14.8 SMC-SC4  110572  1.58568 B2 
00 47 19.88 -73 26 32.4 SMC-SC4  103713  5.8226  C1 
00 47 19.90 -73 19 15.1 SMC-SC4  110395  3.12056 B2 
00 47 20.34 -73 26 17.0 SMC-SC4  103953  1.56004 B2i
00 47 20.91 -73 35 07.5 SMC-SC4   99120  1.5153  B1 
00 47 21.76 -72 58 12.3 SMC-SC4  131025  3.04907 B1 
00 47 24.73 -73 20 14.1 SMC-SC4  110284  5.83268 C1 
00 47 24.75 -72 40 50.0 SMC-SC4  145239  1.4911  B2 
00 47 25.42 -73 32 37.3 SMC-SC4   99288  1.03001 B2i
00 47 31.45 -72 45 51.0 SMC-SC4  142771  4.88494 B2 
00 47 32.50 -73 13 34.4 SMC-SC4  116966  6.87783 B1i
00 47 32.91 -72 55 07.9 SMC-SC4  134322  1.7309  B1 
00 47 34.22 -72 51 55.2 SMC-SC4  137258  4.28741 B1 
00 47 36.02 -72 43 06.3 SMC-SC4  142848  1.43977 B2 
00 47 36.51 -73 32 52.4 SMC-SC4   99153  1.12566 B3 
00 47 38.59 -73 09 04.8 SMC-SC4  120774 27.2479  C1i
00 47 38.88 -73 12 49.5 SMC-SC4  116934  7.01154 C1 
00 47 39.70 -73 22 32.1 SMC-SC4  106998  2.65217 B1 
00 47 39.70 -73 29 13.2 SMC-SC4  101177  3.84924 B2 
00 47 40.73 -73 12 56.9 SMC-SC4  117207  1.68608 B2i
00 47 41.28 -73 20 46.5 SMC-SC4  110478  1.30501 B2 
00 47 41.54 -73 02 03.3 SMC-SC4  127841  6.91866 C1 
00 47 42.97 -73 00 45.4 SMC-SC4  127957  1.94245 B2 
00 47 44.73 -73 17 45.0 SMC-SC4  113723  1.74438 B2 
00 47 45.53 -73 32 41.4 SMC-SC4   99284  1.65696 B2 
00 47 46.92 -73 01 05.3 SMC-SC4  127950  2.10607 B1 
00 47 46.94 -73 03 26.2 SMC-SC4  127995  1.55968 A2i
00 47 48.07 -72 45 34.3 SMC-SC4  195747  2.23714 B2 
00 47 48.11 -73 12 48.8 SMC-SC4  167210  9.34163 A2i
00 47 48.26 -73 05 57.8 SMC-SC4  175255  2.58495 B2 
00 47 48.32 -73 25 13.0 SMC-SC4  153291  1.77195 B2 
00 47 50.71 -72 39 59.6 SMC-SC4  198664  2.03712 B2i
00 47 51.47 -73 12 53.2 SMC-SC4  167207 11.7723  C1i
00 47 52.02 -72 41 14.3 SMC-SC4  198699  2.58424 B1 
00 47 52.51 -72 53 14.5 SMC-SC4  189914  1.26217 B2 
00 47 52.53 -73 03 50.1 SMC-SC4  179331  1.04313 B2i
00 47 53.52 -72 50 18.6 SMC-SC4  189819  3.282   B2i
00 47 53.76 -72 39 30.2 SMC-SC4  198733  1.11763 B2i
00 47 55.41 -73 18 36.2 SMC-SC4  159822 15.2835  C1i
00 47 55.76 -73 02 00.3 SMC-SC4  178939 13.6502  C1i
00 47 55.78 -72 56 28.1 SMC-SC4  186340  8.37633 B2 
00 47 56.43 -73 24 44.7 SMC-SC4  156368  1.62528 B2 
00 47 56.71 -73 29 20.9 SMC-SC4  149945  1.93618 B2 
00 47 58.14 -73 23 10.2 SMC-SC4  156459  1.75054 B2i
00 47 59.77 -73 01 10.5 SMC-SC4  179064  1.86602 B1 
00 47 59.85 -72 55 12.0 SMC-SC4  186441  2.03688 B1 
00 48 00.02 -73 00 17.9 SMC-SC4  182577  4.19312 B1 
00 48 00.62 -73 29 03.8 SMC-SC4  149961  1.70359 B2 
00 48 01.05 -73 10 13.0 SMC-SC4  171488  1.3153  B2i
00 48 01.14 -73 29 10.2 SMC-SC4  149863  2.1022  B2i
00 48 01.20 -72 59 44.7 SMC-SC4  182752  1.43217 B2 
00 48 02.62 -72 51 26.2 SMC-SC4  189805  2.64756 B1 
00 48 02.62 -73 04 13.4 SMC-SC4  175537  2.29675 B2i
00 48 03.94 -72 56 22.0 SMC-SC4  186527  1.16391 B2 
00 48 05.04 -73 32 54.4 SMC-SC4  147587  1.91205 B2 
00 48 06.23 -73 15 18.4 SMC-SC4  163840  1.50465 B2i
00 48 06.27 -72 49 40.1 SMC-SC4  192882  2.0072  B2 
00 48 06.33 -72 52 25.5 SMC-SC4  189757 24.4808  C1i
00 48 06.59 -73 03 33.4 SMC-SC4  178944  5.75625 B1 
00 48 07.47 -73 04 53.1 SMC-SC4  175285  1.7613  B1 
00 48 07.56 -72 47 19.4 SMC-SC4  192931  1.87919 B1 
00 48 08.17 -73 14 18.6 SMC-SC4  167230  3.90049 B1 
00 48 08.26 -72 51 07.3 SMC-SC4  189810  2.99289 B1 
00 48 08.75 -72 40 24.6 SMC-SC4  198715  1.52427 B1 
00 48 12.20 -72 47 33.0 SMC-SC4  193064  1.28378 B2 
00 48 12.73 -73 00 53.0 SMC-SC4  179076  1.63616 B1 
00 48 12.73 -73 13 18.9 SMC-SC4  167473  1.11185 B2i
00 48 13.62 -73 11 37.4 SMC-SC4  167344  1.95433 B1 
00 48 14.19 -73 05 01.8 SMC-SC4  175282  1.73505 B1 
00 48 14.31 -73 34 52.0 SMC-SC4  147628  1.72703 B2i
00 48 14.61 -72 47 39.1 SMC-SC4  192867  3.69281 B1 
00 48 14.63 -73 19 32.9 SMC-SC4  160098  5.78031 C1i
00 48 15.00 -73 04 17.9 SMC-SC4  175192  6.44702 B1i
00 48 15.20 -73 27 59.6 SMC-SC4  153169  3.14325 B1 
00 48 16.38 -72 56 37.0 SMC-SC4  186512  1.31338 B2 
00 48 16.93 -73 29 56.1 SMC-SC4  149926  1.83831 B1 
00 48 17.23 -72 59 20.4 SMC-SC4  182649  2.38587 B1 
00 48 17.72 -72 49 38.8 SMC-SC4  192883  1.85523 B2 
00 48 19.57 -73 09 33.7 SMC-SC4  171550  1.16562 B2 
00 48 20.44 -73 20 21.9 SMC-SC4  160046  1.81713 B1 
00 48 20.69 -73 30 43.2 SMC-SC4  149910  2.02202 B1 
00 48 22.72 -73 23 50.7 SMC-SC4  156285  1.76957 B2 
00 48 22.72 -73 23 50.8 SMC-SC5   11508  1.76963 B2 
00 48 23.17 -73 30 57.6 SMC-SC4  149900  1.70213 B2 
00 48 23.17 -73 30 57.6 SMC-SC5    3339  1.70218 B3 
00 48 23.44 -73 07 13.8 SMC-SC4  175324  1.59749 B2 
00 48 23.96 -73 28 58.0 SMC-SC4  149963  1.77044 B2 
00 48 23.96 -73 28 58.0 SMC-SC5    7187  1.77047 B2 
00 48 24.32 -73 13 32.5 SMC-SC4  167178 30.0756  B1i
00 48 24.32 -73 13 32.6 SMC-SC5   26510 29.7818  C1i
00 48 25.33 -73 17 43.8 SMC-SC4  163579  1.71607 B1 
00 48 25.33 -73 17 43.9 SMC-SC5   21147  1.71604 B1 
00 48 25.95 -72 56 22.4 SMC-SC5   54826  2.47945 B1 
00 48 25.96 -72 56 22.4 SMC-SC4  186421  2.47951 B1 
00 48 26.48 -73 02 11.8 SMC-SC5   43773  2.0044  B1 
00 48 26.49 -73 02 11.8 SMC-SC4  179047  2.00436 B2 
00 48 28.07 -73 08 50.2 SMC-SC4  171280  5.10662 B1 
00 48 28.07 -73 08 50.2 SMC-SC5   32404  5.1067  B1 
00 48 28.09 -73 35 51.3 SMC-SC5      94  1.60256 B2 
00 48 28.20 -73 13 38.8 SMC-SC5   26530 10.3096  C1i
00 48 31.31 -72 42 06.5 SMC-SC5   74766  1.97345 B2 
00 48 31.32 -72 42 06.4 SMC-SC4  198645  1.97326 B2 
00 48 31.55 -73 15 59.7 SMC-SC5   21054 14.0664  C1i
00 48 31.56 -73 15 59.7 SMC-SC4  163514 14.0635  C1i
00 48 33.10 -73 29 45.5 SMC-SC4  150110  1.55757 B2 
00 48 33.10 -73 29 45.5 SMC-SC5    7164  1.5576  B2 
00 48 33.75 -72 56 25.7 SMC-SC5   54825  1.77116 B3 
00 48 33.77 -72 43 28.7 SMC-SC4  195793  1.59794 B1 
00 48 33.77 -72 43 28.7 SMC-SC5   74747  1.59798 B2 
00 48 33.77 -72 56 25.6 SMC-SC4  186420  1.77115 B2 
00 48 37.42 -73 02 19.9 SMC-SC5   43621  3.08923 B2i
00 48 39.40 -72 57 20.2 SMC-SC5   54776  3.69923 B1 
00 48 40.76 -73 29 58.9 SMC-SC5    3260  1.47482 B2 
00 48 42.29 -73 15 47.1 SMC-SC5   26580  1.7668  B3 
00 48 45.29 -73 09 42.0 SMC-SC5   33026  1.02572 B2 
00 48 45.61 -72 50 32.1 SMC-SC5   65495  5.11418 C1 
00 48 47.56 -73 13 18.5 SMC-SC5   26532  9.55275 A2i
00 48 47.99 -72 52 58.9 SMC-SC5   60745  1.51244 B2 
00 48 47.99 -73 16 36.4 SMC-SC5   21091  5.40458 B1 
00 48 47.99 -73 33 22.0 SMC-SC5    3212  2.99598 B1 
00 48 48.96 -73 10 41.0 SMC-SC5   32437  4.96567 B1 
00 48 50.47 -73 14 42.9 SMC-SC5   26551  3.34984 B1 
00 48 51.11 -73 34 13.6 SMC-SC5     136  1.41745 B2 
00 48 51.18 -73 10 55.2 SMC-SC5   32557  1.79499 B2i
00 48 52.42 -73 24 34.3 SMC-SC5   11492  1.90002 B2 
00 48 54.18 -72 58 35.1 SMC-SC5   49318  2.10571 B2 
00 48 55.54 -72 49 36.4 SMC-SC5   65537  2.74964 B1 
00 48 57.67 -73 19 01.1 SMC-SC5   21195  1.91675 B2 
00 48 58.30 -73 36 36.3 SMC-SC5     179  1.06129 B2i
00 49 01.29 -73 19 37.8 SMC-SC5   16329  2.11019 B2 
00 49 01.40 -73 28 16.3 SMC-SC5    7126  2.04231 B1 
00 49 01.72 -73 12 44.1 SMC-SC5   26536 13.2984  C1i
00 49 03.04 -73 15 50.4 SMC-SC5   21099  7.04867 C1 
00 49 03.33 -73 05 42.5 SMC-SC5   38093  4.96998 B2 
00 49 03.48 -73 17 25.3 SMC-SC5   21264  1.96262 C1 
00 49 04.30 -73 02 23.1 SMC-SC5   43763  1.20755 B2i
00 49 05.45 -72 51 15.5 SMC-SC5   60828  1.3599  B2 
00 49 05.50 -73 04 10.8 SMC-SC5   43522 10.0389  C1i
00 49 08.08 -72 59 51.5 SMC-SC5   49131  1.96172 B3 
00 49 11.87 -72 57 34.8 SMC-SC5   54806  1.86305 B2 
00 49 11.91 -73 20 34.6 SMC-SC5   95408  1.43037 B2 
00 49 12.26 -72 55 59.0 SMC-SC5   54959  1.50233 B1 
00 49 12.87 -73 30 47.2 SMC-SC5   82139  3.062   B2 
00 49 12.95 -72 57 09.0 SMC-SC5   54814  2.13681 B2 
00 49 13.58 -73 21 02.8 SMC-SC5   95272  4.09208 B1 
00 49 13.95 -73 18 48.2 SMC-SC5  100444  1.71809 B2 
00 49 15.58 -73 23 07.4 SMC-SC5   90508  6.56651 C1 
00 49 15.99 -72 52 45.9 SMC-SC5  140688  3.62708 B2 
00 49 16.35 -73 05 26.4 SMC-SC5  117684  1.59325 B2 
00 49 16.93 -73 29 20.6 SMC-SC5   85882  2.05065 B2 
00 49 17.02 -73 33 58.1 SMC-SC5   79098  1.30747 B2 
00 49 19.82 -72 51 49.4 SMC-SC5  140908  1.69618 B2 
00 49 20.14 -72 57 28.5 SMC-SC5  135224  3.34165 B1 
00 49 21.32 -73 07 33.7 SMC-SC5  117591  1.08808 B2 
00 49 21.93 -72 59 45.5 SMC-SC5  129453  1.82849 B2 
00 49 24.69 -73 22 11.8 SMC-SC5   95332  1.43148 B2 
00 49 25.04 -72 53 40.2 SMC-SC5  140659 11.1929  C1i
00 49 25.04 -73 32 43.3 SMC-SC5   82171  1.88394 B1 
00 49 25.79 -72 47 16.9 SMC-SC5  150640  1.6333  B2 
00 49 25.91 -73 14 07.4 SMC-SC5  106013  1.28815 B2 
00 49 26.36 -72 56 47.3 SMC-SC5  135277  3.44983 B3 
00 49 27.25 -72 41 22.6 SMC-SC5  155026  1.81927 B2 
00 49 27.34 -73 17 16.9 SMC-SC5  100379  2.94259 B1 
00 49 27.50 -73 18 01.5 SMC-SC5  100478  1.75974 B2 
00 49 28.86 -72 47 04.2 SMC-SC5  150569  1.68154 B2i
00 49 30.06 -73 09 17.1 SMC-SC5  111708  1.88638 B2 
00 49 30.49 -73 19 05.3 SMC-SC5  100284 17.5303  C1i
00 49 30.73 -73 23 11.0 SMC-SC5   90571  1.62077 B2 
00 49 31.81 -72 56 53.6 SMC-SC5  135273  2.76991 B1 
00 49 31.82 -73 07 56.2 SMC-SC5  117481  3.00821 B1 
00 49 34.42 -72 47 17.5 SMC-SC5  150566  1.60299 B2 
00 49 35.33 -72 43 19.1 SMC-SC5  155062  1.20998 B3 
00 49 35.39 -72 40 46.4 SMC-SC5  155034  1.74484 B2 
00 49 36.31 -73 23 59.7 SMC-SC5   90561  1.48284 B1 
00 49 37.45 -72 56 30.0 SMC-SC5  135399  1.50862 B1 
00 49 38.39 -72 55 03.7 SMC-SC5  135466  1.73978 B2 
00 49 39.58 -73 27 30.6 SMC-SC5   85939  1.55041 B2 
00 49 40.15 -73 06 07.0 SMC-SC5  117459  4.84604 B1 
00 49 40.51 -73 11 53.0 SMC-SC5  111570  1.78262 B2 
00 49 41.04 -73 14 06.3 SMC-SC5  105815 15.6566  C1i
00 49 41.30 -73 18 35.3 SMC-SC5  100348  3.82398 B2 
00 49 42.14 -72 55 47.0 SMC-SC5  135299  2.84638 B1 
00 49 42.21 -72 42 49.6 SMC-SC5  155078  1.24841 B2 
00 49 42.45 -72 59 45.7 SMC-SC5  129586  1.70774 B2 
00 49 42.84 -73 05 29.0 SMC-SC5  117526  3.28402 B2 
00 49 44.35 -73 03 26.9 SMC-SC5  123315  9.93769 B1i
00 49 44.35 -73 13 06.2 SMC-SC5  105913  2.53219 B1 
00 49 44.69 -73 08 22.5 SMC-SC5  117410 15.8201  C1i
00 49 46.53 -73 01 48.9 SMC-SC5  123624  1.67056 B1 
00 49 47.28 -73 01 48.5 SMC-SC5  123355  3.8334  B1 
00 49 47.28 -73 27 23.3 SMC-SC5   85942  1.67072 B2 
00 49 48.04 -73 23 46.1 SMC-SC5   90978  1.22947 B2 
00 49 48.08 -73 33 55.1 SMC-SC5   79028  3.28323 B1 
00 49 49.07 -72 51 17.1 SMC-SC5  140700  2.75631 B2 
00 49 51.20 -73 02 01.7 SMC-SC5  123319  9.02601 C1i
00 49 51.66 -72 51 41.9 SMC-SC5  140909  1.39567 B2 
00 49 51.67 -72 59 47.0 SMC-SC5  129452  2.43376 B1 
00 49 51.96 -73 29 50.2 SMC-SC5   85866  1.42756 B2 
00 49 52.96 -73 14 40.3 SMC-SC5  105813 28.7823  B1i
00 49 53.02 -73 09 08.6 SMC-SC5  111547  2.49263 B2i
00 49 53.39 -73 21 57.1 SMC-SC5   95344  1.55983 B2 
00 49 54.58 -73 13 22.4 SMC-SC5  105829 16.2959  C1i
00 49 55.15 -72 59 14.5 SMC-SC5  129408  3.45036 B1 
00 49 55.35 -73 09 15.5 SMC-SC5  111455  9.18905 C1i
00 49 55.85 -73 31 12.6 SMC-SC5   82134  3.42048 B1 
00 49 57.31 -73 09 50.4 SMC-SC5  111675  1.77735 B2 
00 49 59.20 -72 50 01.4 SMC-SC5  145731  1.70901 B2i
00 49 59.32 -73 02 47.9 SMC-SC5  123342  3.225   B2 
00 50 00.31 -73 09 52.4 SMC-SC5  111529  2.35108 B2 
00 50 00.53 -72 41 57.7 SMC-SC5  155020  2.12511 B2 
00 50 00.59 -73 34 23.9 SMC-SC5  159097  1.44231 B2 
00 50 01.20 -73 14 41.9 SMC-SC5  185200  1.15175 B2 
00 50 02.83 -72 52 01.9 SMC-SC5  220153  1.58659 B2 
00 50 03.88 -73 25 22.9 SMC-SC5  170168  6.87435 C1 
00 50 04.07 -73 24 54.9 SMC-SC5  170327  1.60516 B2 
00 50 04.50 -72 53 16.5 SMC-SC5  220107  1.61173 B2 
00 50 04.81 -72 43 04.9 SMC-SC5  235140  9.55967 C1i
00 50 05.16 -72 57 37.7 SMC-SC5  214035  2.42351 B2 
00 50 05.91 -73 29 06.8 SMC-SC5  166029  4.67236 B1 
00 50 07.66 -72 58 03.5 SMC-SC5  214098  1.37002 B2 
00 50 09.48 -72 56 36.4 SMC-SC5  214047  1.68595 B2 
00 50 09.53 -72 51 36.0 SMC-SC5  220024  3.75969 B2 
00 50 09.62 -73 11 52.5 SMC-SC5  190473  5.74893 C1 
00 50 09.68 -73 20 47.4 SMC-SC5  174949  6.48683 B1i
00 50 13.80 -72 59 20.5 SMC-SC5  208035  2.42296 B1 
00 50 14.17 -73 32 38.2 SMC-SC5  162464  1.48842 B2 
00 50 15.75 -72 49 49.5 SMC-SC5  225242  1.89756 B2 
00 50 17.29 -73 15 25.0 SMC-SC5  185353  1.36088 B2i
00 50 17.67 -72 49 07.2 SMC-SC5  225257  2.07215 B2 
00 50 18.36 -72 56 14.3 SMC-SC5  214053  2.08696 B2 
00 50 20.53 -73 07 28.9 SMC-SC5  196383 32.0072  B1i
00 50 21.52 -73 05 53.3 SMC-SC5  196441  5.88931 B1 
00 50 21.69 -72 59 00.8 SMC-SC5  207977  7.16365 C1i
00 50 22.25 -73 19 34.5 SMC-SC5  175196  1.32361 B2 
00 50 23.18 -73 02 33.6 SMC-SC5  202183  5.00186 B1 
00 50 24.96 -73 07 30.4 SMC-SC5  196573  1.43704 B2 
00 50 25.19 -72 43 20.0 SMC-SC5  235190  2.40948 B1 
00 50 25.65 -72 49 11.4 SMC-SC5  225253  2.10128 B1 
00 50 25.87 -73 07 17.5 SMC-SC5  196424  5.95544 C1 
00 50 26.94 -73 24 59.4 SMC-SC5  170220  2.56346 B1 
00 50 27.68 -73 05 53.5 SMC-SC5  196641  1.46948 B2 
00 50 29.60 -72 42 31.4 SMC-SC5  235206  2.49214 B1 
00 50 31.18 -73 26 48.6 SMC-SC5  166096  1.23657 B3 
00 50 32.77 -73 05 50.8 SMC-SC5  196642  1.42854 B1i
00 50 34.94 -73 01 39.1 SMC-SC5  207995  1.38829 B2 
00 50 35.04 -73 32 07.3 SMC-SC5  162471  2.87671 B1 
00 50 35.75 -73 17 53.8 SMC-SC5  180060  3.19057 B1 
00 50 36.15 -73 31 04.7 SMC-SC5  162441  3.37289 B1 
00 50 38.65 -72 57 32.6 SMC-SC5  213952 27.413   B1i
00 50 38.86 -72 59 01.8 SMC-SC5  208044  1.29013 B3i
00 50 39.21 -73 03 21.2 SMC-SC5  202240  1.94635 B1 
00 50 40.35 -73 01 37.3 SMC-SC5  208062  1.49426 C1 
00 50 40.62 -72 55 07.1 SMC-SC5  214079  3.07438 B2 
00 50 43.07 -73 16 04.6 SMC-SC5  180090  1.99276 B2 
00 50 43.29 -73 02 47.3 SMC-SC5  202249  2.64874 B2 
00 50 47.08 -73 29 10.0 SMC-SC5  166028  6.54677 C1 
00 50 47.17 -72 48 11.7 SMC-SC5  225271  2.58269 B2 
00 50 48.56 -73 24 56.9 SMC-SC5  170323  2.38466 B2i
00 50 49.01 -73 18 45.2 SMC-SC5  180041  4.40703 B2 
00 50 49.51 -73 16 41.0 SMC-SC5  260821  6.81805 C1 
00 50 50.85 -73 12 23.7 SMC-SC5  266152  1.1342  B3 
00 50 51.14 -72 50 53.2 SMC-SC5  305930  1.4921  B1 
00 50 52.41 -72 57 17.3 SMC-SC5  294867  1.32182 B2 
00 50 52.60 -73 22 42.1 SMC-SC5  255938  5.11904 B2 
00 50 53.32 -72 54 13.9 SMC-SC5  300589  2.26353 B2 
00 50 54.43 -72 41 17.7 SMC-SC5  316944  1.28612 B2i
00 50 54.77 -72 48 01.0 SMC-SC5  305990  1.87959 B2 
00 50 55.12 -72 47 20.8 SMC-SC5  311531  2.49095 B2 
00 50 55.41 -73 22 24.5 SMC-SC5  256045  1.29622 B2 
00 50 55.64 -73 01 28.5 SMC-SC5  288724  5.693   B2 
00 50 55.72 -73 12 10.7 SMC-SC5  271051 15.6474  C1i
00 50 56.18 -73 05 40.9 SMC-SC5  276975  9.74056 B2i
00 50 56.37 -73 23 10.9 SMC-SC5  251643  1.82011 B2 
00 50 57.27 -72 58 51.6 SMC-SC5  288957  1.76533 B2 
00 50 57.93 -73 12 25.3 SMC-SC5  266150  1.58    B2 
00 50 57.93 -73 29 38.0 SMC-SC5  247077  6.08491 C1 
00 50 58.44 -73 31 08.4 SMC-SC5  243302  1.75424 B2 
00 50 59.17 -72 52 19.6 SMC-SC5  300680  1.62348 B2 
00 50 59.23 -72 41 09.6 SMC-SC5  316951  1.52056 B2 
00 51 03.09 -73 12 29.6 SMC-SC5  266145  1.91369 B2 
00 51 03.36 -73 34 31.2 SMC-SC5  239899  4.17386 B1 
00 51 05.33 -73 14 51.2 SMC-SC5  265929  4.28522 B1 
00 51 05.55 -73 04 00.3 SMC-SC5  283017  2.44446 B1 
00 51 06.23 -72 52 30.0 SMC-SC5  300670  1.01165 B2 
00 51 08.30 -73 08 13.4 SMC-SC5  277019  2.89942 B1 
00 51 09.47 -73 13 10.5 SMC-SC5  266013  2.60858 B1 
00 51 09.56 -73 01 47.3 SMC-SC5  283183  1.57415 B2 
00 51 10.62 -73 13 03.7 SMC-SC5  266121  1.62874 B2 
00 51 10.68 -73 01 08.1 SMC-SC5  288858  1.61186 B2 
00 51 10.93 -73 27 54.3 SMC-SC5  247096  5.11644 B1 
00 51 11.13 -73 07 29.1 SMC-SC5  277143  1.01336 B3i
00 51 11.16 -73 33 17.3 SMC-SC5  243163  5.08751 B1 
00 51 11.23 -73 24 45.6 SMC-SC5  251447  3.44273 B1 
00 51 11.35 -72 53 00.7 SMC-SC5  300470  4.50051 B1 
00 51 11.74 -73 11 29.2 SMC-SC5  271055 22.15    C1i
00 51 13.57 -73 09 28.7 SMC-SC5  271164  2.30034 B1 
00 51 13.61 -73 17 08.4 SMC-SC5  260976  1.55747 B1 
00 51 13.88 -73 06 11.7 SMC-SC5  277063  1.90292 B2i
00 51 15.94 -72 43 36.0 SMC-SC5  316736  6.385   C1 
00 51 18.57 -73 12 18.9 SMC-SC5  266157  1.50815 B2 
00 51 20.64 -73 01 47.7 SMC-SC5  283181  1.83477 B2 
00 51 20.82 -72 54 04.5 SMC-SC5  300595  1.89118 B2 
00 51 21.26 -73 21 53.5 SMC-SC5  256070  1.4625  B1 
00 51 21.38 -73 04 15.8 SMC-SC5  282968  5.05251 B1 
00 51 21.58 -73 36 09.9 SMC-SC5  239893  5.11216 B1 
00 51 22.05 -73 00 41.3 SMC-SC5  288872  1.46495 B2 
00 51 23.17 -72 46 22.8 SMC-SC5  311656  1.73234 B2 
00 51 23.26 -72 52 35.5 SMC-SC5  300663  1.24961 B2 
00 51 24.09 -73 12 39.5 SMC-SC6   22891  1.5515  B2 
00 51 24.09 -73 12 39.6 SMC-SC5  266138  1.55154 B2 
00 51 24.12 -73 26 14.1 SMC-SC5  251522  1.36551 B2 
00 51 24.14 -73 26 14.3 SMC-SC6      56  1.36553 B2 
00 51 24.44 -73 27 51.6 SMC-SC5  247223  1.96457 B1 
00 51 24.49 -73 00 17.2 SMC-SC5  288734  4.88882 B1 
00 51 24.75 -72 56 42.3 SMC-SC5  294695  7.22815 C1 
00 51 24.93 -73 23 24.2 SMC-SC5  251506  2.3821  B1 
00 51 24.94 -73 23 24.2 SMC-SC6     125  2.38203 B2 
00 51 25.30 -73 14 27.3 SMC-SC5  265991  2.70841 B1 
00 51 25.74 -72 56 33.7 SMC-SC6   49162  5.02388 B2 
00 51 25.75 -72 56 33.7 SMC-SC5  294722  5.02371 B1 
00 51 26.10 -72 50 45.3 SMC-SC6   61429  2.98096 B2 
00 51 26.11 -72 50 45.3 SMC-SC5  305932  2.98851 B2 
00 51 26.15 -72 53 17.7 SMC-SC6   55681 34.5562  B1i
00 51 26.16 -72 53 17.7 SMC-SC5  300442 34.6875  B1i
00 51 27.18 -72 51 44.6 SMC-SC5  300700  2.2353  B2 
