Title: The Influential Effect of Blending, Bump, Changing 
       Period, and Eclipsing Cepheids on the Leavitt Law  
Authors: Garcia-Varela A., Munoz J.R., Sabogal B.E., 
         Vargas Dominguez S., Martinez J.
Table: Bi-dimensional classification of OGLE-II Magellanic Clouds Cepheids
================================================================================
Byte-by-byte Description of file: datafile2.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label   Explanations
--------------------------------------------------------------------------------
   1-  2 I2     h      RAh     Hour of Right Ascension (J2000)
   4-  5 I2     min    RAm     Minute of Right Ascension (J2000)
   7- 11 F5.2   s      RAs     Second of Right Ascension (J2000)
  13- 13 A1     ---    DE-     Sign of the Declination (J2000)
  14- 15 I2     deg    DEd     Degree of Declination (J2000)
  17- 18 I2     arcmin DEm     Arcminude of Declination (J2000)
  20- 23 F4.1   arcsec DEs     Arcsecond of Declination (J2000)
  25- 32 A8     ---    OGLE    THe OGLE-II field (1)
  34- 39 I6     ---    ID      THe OGLE-II identifier
  41- 48 F8.5   d      Period  Period 
  50- 52 A3     ---    Class   The bi-dimensional class (2)
--------------------------------------------------------------------------------
Note (1): These data were reported for the LMC by 
          Udalski et al. (1999a) [1999AcA....49..223U], and for the SMC by 
          Udalski et al. (1999b) [1999AcA....49..437U].
Note (2): An appended "i" identifies the influential Cepheids.
--------------------------------------------------------------------------------
00 51 27.18 -72 51 44.6 SMC-SC6   55803  2.23523 B1 
00 51 27.39 -72 44 14.3 SMC-SC6   72589  1.8479  B1 
00 51 27.40 -72 44 14.3 SMC-SC5  311598  1.84788 B1 
00 51 27.43 -72 51 34.3 SMC-SC6   55697  7.90391 C1 
00 51 27.44 -72 51 34.3 SMC-SC5  300454  7.90213 C1 
00 51 27.78 -72 47 01.8 SMC-SC6   67255  1.70627 B2 
00 51 27.79 -72 47 01.8 SMC-SC5  311542  1.70624 B2 
00 51 28.58 -73 30 06.8 SMC-SC5  243240  3.25255 B1 
00 51 29.60 -72 46 44.4 SMC-SC6   67265  2.03474 B1 
00 51 29.61 -72 46 44.4 SMC-SC5  311544  2.03469 B2 
00 51 32.12 -73 36 21.4 SMC-SC5  239909  2.06289 B1i
00 51 32.53 -73 20 11.5 SMC-SC5  256008  4.82254 A2 
00 51 33.27 -73 03 49.9 SMC-SC5  283106  1.96251 B2 
00 51 33.27 -73 03 49.9 SMC-SC6   35572  1.96249 B1 
00 51 33.66 -73 26 55.6 SMC-SC5  247106  3.64251 B1 
00 51 34.02 -72 58 45.6 SMC-SC5  288813  1.92043 B2 
00 51 34.02 -72 58 45.6 SMC-SC6   42342  1.92037 B1 
00 51 36.30 -73 06 14.3 SMC-SC5  276969 10.1595  B1i
00 51 36.30 -73 06 14.3 SMC-SC6   28915 10.1566  C1i
00 51 38.34 -73 04 42.7 SMC-SC6   35489  6.66094 C1 
00 51 38.45 -72 35 03.1 SMC-SC6   81685  2.27455 B2 
00 51 38.73 -73 02 39.4 SMC-SC6   35595  1.9743  B1 
00 51 39.29 -73 08 52.2 SMC-SC6   28967  1.37171 B2 
00 51 39.41 -73 01 29.8 SMC-SC6   42210 16.4343  C1i
00 51 40.02 -73 10 44.9 SMC-SC6   22771  4.78666 B1 
00 51 40.76 -73 21 43.5 SMC-SC6    5266  4.2845  B1 
00 51 44.36 -73 17 13.9 SMC-SC6   11337  1.40803 B2 
00 51 45.53 -72 31 03.7 SMC-SC6   85753  1.27084 B2 
00 51 46.47 -72 56 41.8 SMC-SC6   49238  2.07911 B3 
00 51 47.86 -72 47 20.5 SMC-SC6   67345  1.72197 B1 
00 51 48.47 -73 00 34.0 SMC-SC6   42228  6.92119 C1 
00 51 48.81 -73 09 20.3 SMC-SC6   22739 19.3088  C1i
00 51 49.24 -73 21 54.7 SMC-SC6    5239 20.4547  C1i
00 51 49.70 -73 02 30.6 SMC-SC6   35598  2.37556 B2 
00 51 52.09 -72 37 41.2 SMC-SC6   77415  1.27643 B2 
00 51 52.60 -72 35 43.4 SMC-SC6   81757  1.49613 B1 
00 51 53.61 -72 35 30.2 SMC-SC6   81766  1.33101 B3i
00 51 53.65 -73 06 00.9 SMC-SC6   29034  3.93931 B1 
00 51 54.74 -73 19 54.0 SMC-SC6    5370  1.47805 B2 
00 51 54.87 -73 12 07.1 SMC-SC6   22798  2.54817 B1 
00 51 55.07 -73 22 03.2 SMC-SC6    5263  5.62392 B1 
00 51 55.52 -72 42 45.7 SMC-SC6   72718  1.58101 B1i
00 51 55.67 -72 57 52.7 SMC-SC6   49197  2.58151 B1 
00 51 56.00 -72 57 11.1 SMC-SC6   49142  3.92114 B1 
00 51 57.84 -72 32 07.9 SMC-SC6   85650  1.53982 B2i
00 51 58.77 -73 02 23.3 SMC-SC6   35515  3.36099 B1 
00 51 58.80 -72 51 43.0 SMC-SC6   55804  1.41826 B2 
00 51 59.35 -72 38 34.8 SMC-SC6   77389  1.55441 B2 
00 51 59.90 -73 16 06.7 SMC-SC6   17328  1.79707 B2 
00 52 00.09 -73 08 08.0 SMC-SC6   29112  1.54364 B2 
00 52 00.16 -73 19 26.0 SMC-SC6   11121  2.05376 B1 
00 52 00.43 -73 05 21.5 SMC-SC6   35444 41.2443  B1i
00 52 01.00 -73 10 31.7 SMC-SC6   22838  1.59467 B2 
00 52 01.10 -72 36 00.5 SMC-SC6   81747  1.49551 B1 
00 52 02.75 -73 13 38.6 SMC-SC6   17276 12.5491  C1i
00 52 03.15 -73 11 29.6 SMC-SC6   22959  1.8368  B1 
00 52 03.75 -72 35 11.3 SMC-SC6   81779  1.87459 B1 
00 52 04.34 -72 31 17.0 SMC-SC6   85591  7.35108 C1 
00 52 04.89 -72 58 04.3 SMC-SC6   49127  3.03112 B2 
00 52 05.43 -73 02 45.6 SMC-SC6   35592  2.42166 B1 
00 52 06.93 -72 53 08.4 SMC-SC6   55931  1.20254 B2 
00 52 07.11 -73 15 51.8 SMC-SC6   17334  3.15    B2i
00 52 08.03 -73 24 43.9 SMC-SC6      91  2.53954 B1 
00 52 09.22 -73 18 14.1 SMC-SC6   11152  1.88109 B1 
00 52 09.28 -72 45 56.6 SMC-SC6   67415  1.42292 B2 
00 52 09.34 -72 50 24.8 SMC-SC6   61436  1.68521 B2 
00 52 11.13 -72 45 51.1 SMC-SC6   67420  1.94287 B1 
00 52 11.50 -72 53 40.7 SMC-SC6   55755  1.33128 B2 
00 52 14.93 -73 01 01.7 SMC-SC6  128740  9.88728 A1i
00 52 15.36 -73 10 06.4 SMC-SC6  110634  1.50285 B3 
00 52 16.70 -72 35 57.0 SMC-SC6  167465  8.08903 A1 
00 52 18.67 -73 14 12.0 SMC-SC6  105395  3.17144 B1 
00 52 19.01 -73 22 43.7 SMC-SC6   94519  3.11878 B1 
00 52 19.50 -72 31 17.5 SMC-SC6  171754  3.7932  B1 
00 52 19.67 -73 14 03.3 SMC-SC6  105522  1.52833 B2 
00 52 21.44 -73 03 02.7 SMC-SC6  122310  4.08935 B1 
00 52 21.46 -73 14 50.1 SMC-SC6  105380  2.03099 B1 
00 52 22.01 -72 58 11.5 SMC-SC6  135500  1.4382  B2 
00 52 23.33 -72 43 52.6 SMC-SC6  158213  1.48857 B3 
00 52 24.71 -73 04 45.5 SMC-SC6  122398  1.3894  B2 
00 52 27.27 -73 10 58.8 SMC-SC6  110728  1.28059 B2 
00 52 28.28 -72 53 09.8 SMC-SC6  141806  1.77177 B1 
00 52 28.84 -73 15 27.5 SMC-SC6  105371  3.61844 B2 
00 52 28.93 -73 03 13.5 SMC-SC6  122308  3.19828 B2 
00 52 29.93 -72 42 37.7 SMC-SC6  158269  1.29084 B2 
00 52 29.96 -73 24 18.0 SMC-SC6   89697  3.79004 A1 
00 52 30.22 -73 16 40.1 SMC-SC6  100192  2.20405 B1i
00 52 30.40 -72 46 56.4 SMC-SC6  152977  2.31207 B1 
00 52 31.38 -72 38 12.1 SMC-SC6  162978  2.57091 B2 
00 52 31.46 -73 15 34.2 SMC-SC6  105323  6.47347 C1 
00 52 32.25 -72 33 30.7 SMC-SC6  171720  1.96033 A2 
00 52 33.99 -72 53 37.9 SMC-SC6  141591  6.43304 B1 
00 52 34.60 -72 58 11.9 SMC-SC6  135342 15.5079  C1i
00 52 35.22 -72 57 09.1 SMC-SC6  135561  1.33121 B2 
00 52 35.67 -72 59 20.2 SMC-SC6  128751  5.25297 B3i
00 52 36.08 -72 39 17.8 SMC-SC6  162928  7.09723 A1 
00 52 36.10 -73 21 30.6 SMC-SC6   94667  1.9368  B1 
00 52 36.95 -73 03 58.1 SMC-SC6  122445  1.42706 B2 
00 52 37.20 -72 49 36.5 SMC-SC6  147681  4.38824 B1 
00 52 38.69 -72 42 30.1 SMC-SC6  158270  2.36529 B1 
00 52 39.04 -72 57 02.9 SMC-SC6  135376  2.41269 B1 
00 52 39.13 -73 10 52.7 SMC-SC6  110612  2.57726 B1 
00 52 40.80 -73 07 20.4 SMC-SC6  116213  4.31906 B1 
00 52 43.53 -72 41 32.2 SMC-SC6  158177  2.33718 B2 
00 52 43.66 -73 01 12.9 SMC-SC6  128933  1.84747 B1 
00 52 44.70 -72 39 42.7 SMC-SC6  163049  1.45073 B2 
00 52 49.16 -72 39 42.0 SMC-SC6  162958  2.2596  B3 
00 52 49.36 -73 22 17.2 SMC-SC6   94627  1.24753 B2 
00 52 49.58 -72 54 10.2 SMC-SC6  141749  1.49391 B2 
00 52 51.76 -72 43 12.3 SMC-SC6  158237  1.24873 B2 
00 52 51.93 -73 24 18.5 SMC-SC6   89698  1.91914 B1 
00 52 52.60 -73 00 46.1 SMC-SC6  128775  4.16802 B1 
00 52 53.64 -73 11 43.0 SMC-SC6  110596  3.73729 B1 
00 52 53.68 -73 18 50.6 SMC-SC6   99943  7.67954 A2i
00 52 54.14 -72 47 42.0 SMC-SC6  153030  2.13571 B1 
00 52 54.22 -72 37 14.5 SMC-SC6  167554  1.45899 B2 
00 52 54.61 -73 00 13.7 SMC-SC6  128843  3.25186 B1 
00 52 58.55 -72 53 26.7 SMC-SC6  141593  5.72171 C1 
00 53 02.54 -73 00 33.5 SMC-SC6  210496  1.59823 B2 
00 53 02.90 -73 15 38.8 SMC-SC6  189956  4.37258 B2i
00 53 03.70 -73 22 15.4 SMC-SC6  180129  1.59418 B2 
00 53 07.53 -73 14 15.4 SMC-SC6  189978  2.76107 B1 
00 53 10.58 -72 51 31.1 SMC-SC6  227256  8.82951 B2i
00 53 11.36 -72 56 21.1 SMC-SC6  216191  2.26551 B3i
00 53 11.98 -72 43 39.7 SMC-SC6  237456  1.64835 B2 
00 53 14.24 -73 01 46.8 SMC-SC6  210548  1.66122 B3 
00 53 14.56 -73 20 41.3 SMC-SC6  180338  1.80005 B2 
00 53 16.41 -73 21 14.1 SMC-SC6  180098  3.94112 B1 
00 53 16.62 -73 01 51.7 SMC-SC6  210438  4.3361  B1i
00 53 16.85 -73 04 44.2 SMC-SC6  205078  1.64639 B2 
00 53 18.34 -73 06 54.1 SMC-SC6  199568 14.5721  C1i
00 53 18.72 -73 17 47.4 SMC-SC6  185340  1.87328 B2 
00 53 21.83 -72 34 16.9 SMC-SC6  246846  1.56663 B2 
00 53 23.17 -72 33 44.5 SMC-SC6  251010  2.32636 B2 
00 53 23.47 -72 57 42.6 SMC-SC6  216123  1.8114  B2 
00 53 23.56 -73 01 22.7 SMC-SC6  210566  1.31392 B2i
00 53 25.30 -73 14 05.2 SMC-SC6  190091  1.99688 B1 
00 53 27.24 -72 31 29.0 SMC-SC6  251044  2.13863 B1 
00 53 27.30 -73 06 41.6 SMC-SC6  199605  3.96797 B1 
00 53 27.89 -73 25 00.6 SMC-SC6  175757  3.73973 B1 
00 53 27.91 -73 11 00.6 SMC-SC6  194887  1.86647 B2 
00 53 28.95 -72 46 33.0 SMC-SC6  232353  1.73827 B2 
00 53 29.91 -73 20 32.6 SMC-SC6  180343  2.00304 B2 
00 53 30.66 -73 17 37.8 SMC-SC6  185344  5.59066 C2 
00 53 31.41 -73 12 22.0 SMC-SC6  194900  2.22222 B2 
00 53 33.47 -72 39 47.3 SMC-SC6  242093  2.00387 B1 
00 53 37.46 -73 16 33.3 SMC-SC6  185247  1.58046 B2 
00 53 38.09 -72 33 43.0 SMC-SC6  251011  1.40357 B2i
00 53 39.41 -72 54 35.2 SMC-SC6  221451  8.33252 C1 
00 53 42.29 -72 55 58.2 SMC-SC6  215967  7.53322 A1 
00 53 43.54 -73 26 31.6 SMC-SC6  175841  1.46934 B2 
00 53 44.43 -72 48 11.1 SMC-SC6  227342  1.93362 B2 
00 53 44.60 -73 03 41.5 SMC-SC6  205004  2.70212 B1 
00 53 45.66 -73 15 30.1 SMC-SC6  189920  4.66046 B2 
00 53 47.78 -72 55 44.6 SMC-SC6  216218  1.72853 B2 
00 53 49.26 -73 10 01.7 SMC-SC6  272411  4.35654 B1 
00 53 51.85 -72 53 11.3 SMC-SC6  296748  1.84556 B2 
00 53 53.06 -72 52 34.3 SMC-SC6  296759  1.37724 B2i
00 53 56.34 -72 31 23.4 SMC-SC6  324146  1.96963 B1 
00 53 57.19 -73 01 15.3 SMC-SC6  286631  7.49727 C1 
00 53 57.77 -73 07 01.4 SMC-SC6  277037  1.73458 B1 
00 53 58.19 -72 42 13.8 SMC-SC6  311193  4.58209 B1 
00 53 58.75 -72 58 50.1 SMC-SC6  286867  1.65874 B2 
00 53 59.85 -72 55 35.1 SMC-SC6  291851  1.1683  B2i
00 54 01.09 -73 04 51.3 SMC-SC6  281621  1.44627 B2 
00 54 01.52 -72 58 43.7 SMC-SC6  286874  2.38332 B2i
00 54 01.65 -72 48 12.2 SMC-SC6  301797  1.84298 B2 
00 54 02.59 -73 14 29.7 SMC-SC6  267882  2.70732 B2 
00 54 02.93 -72 53 21.8 SMC-SC6  296710  3.26655 B1 
00 54 06.47 -73 24 57.6 SMC-SC6  255435  1.61172 B2 
00 54 07.50 -73 12 15.7 SMC-SC6  272611  1.28786 B2 
00 54 09.72 -72 43 37.6 SMC-SC6  311211  3.4589  B1 
00 54 12.94 -73 21 17.3 SMC-SC6  259405  1.28003 B2 
00 54 15.31 -72 31 10.8 SMC-SC6  324150  2.59598 B1 
00 54 16.83 -72 36 57.9 SMC-SC6  319931  9.04933 C1i
00 54 16.90 -72 31 38.7 SMC-SC6  324108  4.18086 B1 
00 54 18.72 -73 22 06.9 SMC-SC6  259383  1.75821 B2 
00 54 19.63 -72 45 15.7 SMC-SC6  306637  1.20856 B2 
00 54 21.75 -72 44 14.8 SMC-SC6  311261  1.45923 B2 
00 54 22.03 -73 22 29.3 SMC-SC6  259372  1.42713 B2 
00 54 22.79 -73 07 44.3 SMC-SC6  276934  3.05176 B1 
00 54 24.92 -73 16 43.7 SMC-SC6  263571  1.60846 B2i
00 54 24.93 -73 16 43.7 SMC-SC7    4030  1.60845 B2i
00 54 24.97 -73 15 52.9 SMC-SC6  267872  6.18294 C1 
00 54 24.98 -73 15 52.9 SMC-SC7    3976  6.18294 C1 
00 54 26.58 -73 16 05.8 SMC-SC6  267952  1.57075 B2 
00 54 26.58 -73 16 05.8 SMC-SC7    4041  1.57076 B2 
00 54 28.74 -72 44 37.2 SMC-SC6  306658  1.54471 B2 
00 54 28.75 -72 44 37.2 SMC-SC7   47182  1.54472 B2 
00 54 30.13 -73 15 20.3 SMC-SC6  267903  3.74124 B1 
00 54 30.13 -73 15 20.3 SMC-SC7    4007  3.7411  B2 
00 54 31.40 -72 51 50.0 SMC-SC6  296772  1.98685 B2 
00 54 31.42 -72 30 42.7 SMC-SC6  324260  1.26547 B2 
00 54 31.43 -72 30 42.8 SMC-SC7   66328  1.2655  B2 
00 54 31.78 -72 45 26.4 SMC-SC6  306527  2.76861 B2 
00 54 31.79 -72 45 26.5 SMC-SC7   47166  2.76862 B3 
00 54 32.28 -73 16 55.0 SMC-SC7    4123  1.1651  B2 
00 54 32.29 -73 16 55.0 SMC-SC6  263687  1.16506 B2 
00 54 32.36 -72 28 33.1 SMC-SC7   70923  1.18232 B2 
00 54 32.39 -72 45 16.2 SMC-SC6  306636  1.49391 B2 
00 54 32.40 -72 45 16.3 SMC-SC7   47253  1.49393 B2i
00 54 32.93 -72 30 26.5 SMC-SC6  324270  1.97277 B2 
00 54 32.95 -72 30 26.5 SMC-SC7   66246  1.97257 B2 
00 54 34.91 -73 23 33.3 SMC-SC6  255369  2.09717 B2 
00 54 37.78 -72 43 38.7 SMC-SC7   47319  1.28059 B2 
00 54 39.48 -73 01 00.4 SMC-SC7   22893  2.97419 B2 
00 54 39.85 -72 49 32.6 SMC-SC7   42249  1.84688 B2 
00 54 40.44 -73 01 17.5 SMC-SC7   23088  1.23843 B2 
00 54 41.23 -72 27 54.3 SMC-SC7   70819  2.87953 B1i
00 54 41.32 -73 08 57.9 SMC-SC7   13613  1.73612 B1 
00 54 41.68 -73 07 43.4 SMC-SC7   13437 32.0014  A2i
00 54 42.08 -73 04 13.8 SMC-SC7   18289  2.04436 B2 
00 54 47.51 -73 00 09.2 SMC-SC7   27663  2.55115 B1 
00 54 48.01 -72 26 31.3 SMC-SC7   70834  4.91658 B1 
00 54 49.03 -73 15 37.1 SMC-SC7    4053  2.76925 B1 
00 54 49.67 -73 15 35.2 SMC-SC7    4004  3.59802 B3 
00 54 50.23 -72 31 27.7 SMC-SC7   66516  1.0768  B2i
00 54 51.43 -73 10 37.3 SMC-SC7   13488  2.33266 B1 
00 54 53.05 -72 35 06.5 SMC-SC7   61719  2.02151 B1 
00 54 53.26 -72 52 20.2 SMC-SC7   37391  1.50808 B2 
00 54 53.40 -72 32 10.5 SMC-SC7   66215  1.41175 B2i
00 54 55.63 -72 32 56.1 SMC-SC7   61749  1.48231 B2 
00 54 56.97 -72 55 22.6 SMC-SC7   32474  1.19187 B2 
00 54 58.03 -72 32 44.0 SMC-SC7   61752  2.76903 B1 
00 54 58.24 -73 03 55.2 SMC-SC7   22852 11.3985  C1i
00 54 59.03 -73 09 18.0 SMC-SC7   13604  1.39293 B2 
00 54 59.20 -72 42 17.3 SMC-SC7   52381  1.63574 B2 
00 54 59.23 -72 28 38.6 SMC-SC7   70849  2.64733 B2 
00 54 59.30 -73 08 36.3 SMC-SC7   13450  5.20076 B1 
00 54 59.40 -73 14 24.2 SMC-SC7    8770  1.40426 B2 
00 54 59.74 -73 10 05.8 SMC-SC7   13467  5.25001 B1 
00 54 59.81 -73 17 23.3 SMC-SC7    4102  1.49166 B2 
00 55 01.14 -72 49 14.2 SMC-SC7   42124  3.97026 B1 
00 55 02.87 -72 46 04.5 SMC-SC7   47098 32.7263  B1i
00 55 03.00 -73 19 46.1 SMC-SC7      28  3.32496 B1 
00 55 04.02 -73 00 56.2 SMC-SC7   22956  1.41991 B2 
00 55 05.97 -73 13 27.9 SMC-SC7    8802  1.1221  B2 
00 55 06.20 -72 32 54.9 SMC-SC7   61883  1.35362 B2 
00 55 07.26 -73 17 06.7 SMC-SC7    4023  3.05764 B2 
00 55 07.68 -73 15 38.9 SMC-SC7    4052  1.53988 B2 
00 55 07.82 -72 39 32.0 SMC-SC7   52343  1.65837 B2 
00 55 08.18 -73 05 49.4 SMC-SC7   18266  2.54741 B2 
00 55 09.62 -72 39 16.1 SMC-SC7   57128  2.51777 B2 
00 55 11.43 -72 42 24.2 SMC-SC7   52269  3.01736 B1i
00 55 12.90 -72 31 28.4 SMC-SC7   66231  1.72171 B1 
00 55 13.80 -72 51 04.1 SMC-SC7  110156  1.96168 B2 
00 55 14.22 -73 11 02.9 SMC-SC7   87243  1.26329 B2i
00 55 15.88 -72 57 15.9 SMC-SC7  100687  1.51778 B2 
00 55 18.59 -72 43 12.2 SMC-SC7  120090  1.59513 B2 
00 55 18.89 -72 48 47.0 SMC-SC7  115298  1.49121 B2 
00 55 19.29 -72 29 04.3 SMC-SC7  137610  2.38418 A1 
00 55 21.09 -72 40 29.7 SMC-SC7  124773  5.23377 B1 
00 55 21.31 -73 15 28.7 SMC-SC7   79122  2.58383 B1i
00 55 22.02 -72 52 36.1 SMC-SC7  110210  2.1429  B2i
00 55 22.78 -72 42 14.9 SMC-SC7  124764  5.32395 B1 
00 55 27.80 -72 29 40.9 SMC-SC7  137711  1.37955 B1 
00 55 30.25 -72 45 33.7 SMC-SC7  120060  1.42302 B2i
00 55 31.21 -72 51 01.0 SMC-SC7  110274  1.31739 B2 
00 55 31.43 -73 02 13.3 SMC-SC7   95897  3.97238 B1 
00 55 32.46 -72 46 57.4 SMC-SC7  115375  1.61143 B2 
00 55 33.04 -72 54 30.2 SMC-SC7  105179  1.75869 B1 
00 55 35.03 -72 46 46.4 SMC-SC7  115157  4.66685 B2 
00 55 35.75 -72 37 43.0 SMC-SC7  129111  1.77877 B1 
00 55 37.04 -73 06 22.4 SMC-SC7   91592  1.45534 B2 
00 55 38.11 -72 51 43.2 SMC-SC7  110251  1.70804 B2 
00 55 38.15 -72 26 55.2 SMC-SC7  142115  1.4235  C1i
00 55 38.18 -72 43 15.2 SMC-SC7  120013  9.76207 A1i
00 55 39.72 -73 02 57.1 SMC-SC7   95926  2.33097 B1 
00 55 39.93 -72 53 00.4 SMC-SC7  110088  6.0928  C1 
00 55 41.38 -73 12 15.4 SMC-SC7   83055  3.32772 B1 
00 55 41.89 -73 21 29.8 SMC-SC7   75193  1.74057 B2 
00 55 48.26 -72 38 37.4 SMC-SC7  129184  1.11511 B2 
00 55 48.32 -72 31 27.4 SMC-SC7  137638  1.49902 B2 
00 55 49.75 -72 45 02.5 SMC-SC7  120029  4.25255 B1 
00 55 52.79 -73 06 45.1 SMC-SC7   91475  3.5197  B1 
00 55 52.80 -73 11 58.8 SMC-SC7   83058  1.52826 B1 
00 55 52.81 -72 35 04.0 SMC-SC7  133503  1.18686 B2i
00 55 52.96 -73 20 33.3 SMC-SC7   75282  1.42899 B1 
00 55 53.06 -73 19 57.5 SMC-SC7   75301  1.40816 B2 
00 55 54.09 -73 20 53.2 SMC-SC7   75202  2.7412  B1i
00 55 54.14 -72 46 10.7 SMC-SC7  120110  1.90662 B2 
00 55 55.29 -72 37 05.2 SMC-SC7  129128  1.78138 B1 
00 55 55.65 -72 46 19.5 SMC-SC7  120103  1.73583 B2 
00 55 57.14 -72 40 12.7 SMC-SC7  124939  1.38824 B2 
00 55 57.23 -73 18 17.1 SMC-SC7   75186  5.10628 B3 
00 55 57.39 -72 45 07.9 SMC-SC7  120064  1.86045 B2 
00 55 59.70 -72 58 20.6 SMC-SC7  168755  1.82033 B2 
00 56 01.41 -72 43 51.4 SMC-SC7  185600  2.07699 B1 
00 56 03.62 -73 17 10.2 SMC-SC7  149366  1.37572 B2i
00 56 03.75 -73 13 44.1 SMC-SC7  152986  1.46247 B1 
00 56 04.23 -73 13 02.2 SMC-SC7  152933  2.55837 B2 
00 56 05.89 -73 05 42.8 SMC-SC7  160536  1.35534 B2 
00 56 06.19 -73 01 32.9 SMC-SC7  164713  3.21365 B1 
00 56 06.21 -72 36 17.5 SMC-SC7  193899  1.81813 B2 
00 56 07.83 -72 52 41.6 SMC-SC7  177230  1.15588 B2 
00 56 09.05 -72 55 17.9 SMC-SC7  172957  1.27999 B3 
00 56 09.21 -72 26 15.2 SMC-SC7  206239  1.19347 B2 
00 56 09.36 -72 50 14.8 SMC-SC7  177304  1.63262 B2 
00 56 09.72 -72 42 35.4 SMC-SC7  189703  1.72748 B2 
00 56 10.62 -72 34 11.0 SMC-SC7  197733  1.27154 B1 
00 56 11.13 -72 52 06.0 SMC-SC7  177250  1.50538 B2 
00 56 20.98 -73 18 21.3 SMC-SC7  146283  1.43708 B2 
00 56 23.87 -72 50 31.9 SMC-SC7  177149  4.85771 B1 
00 56 26.81 -73 14 10.8 SMC-SC7  152977  1.32787 B1 
00 56 27.20 -72 56 52.9 SMC-SC7  172829  2.39674 B1 
00 56 28.22 -72 26 28.4 SMC-SC7  205912  6.84443 B1i
00 56 30.54 -72 44 10.9 SMC-SC7  185702  1.49531 B2 
00 56 31.02 -72 40 07.0 SMC-SC7  189793  1.43404 B2 
00 56 31.15 -72 45 56.1 SMC-SC7  185633  1.67924 B2 
00 56 31.65 -73 06 45.1 SMC-SC7  160442  5.36135 A1 
00 56 32.66 -73 01 02.6 SMC-SC7  164672  4.67224 B1 
00 56 34.44 -72 31 15.5 SMC-SC7  201689  3.48527 B1 
00 56 35.43 -72 53 06.9 SMC-SC7  177218  1.41443 B2 
00 56 35.93 -72 51 23.6 SMC-SC7  177183  3.63422 B2 
00 56 37.08 -72 42 23.3 SMC-SC7  189656  1.73804 B3 
00 56 37.29 -72 59 53.7 SMC-SC7  168740  2.9768  B2 
00 56 37.40 -72 34 44.0 SMC-SC7  197659  3.06827 B1 
00 56 37.96 -72 54 29.7 SMC-SC7  172849  3.93464 B1 
00 56 38.72 -72 31 57.2 SMC-SC7  201680  2.314   B2 
00 56 39.10 -72 36 29.4 SMC-SC7  193786  2.00333 B2 
00 56 39.22 -72 33 54.0 SMC-SC7  197637  3.6056  B1 
00 56 44.98 -72 44 47.3 SMC-SC7  185683  2.2346  B2 
00 56 48.91 -73 11 13.9 SMC-SC7  217999  1.47214 B2i
00 56 49.66 -72 40 45.7 SMC-SC7  251730  1.59821 B2 
00 56 50.40 -72 56 50.8 SMC-SC7  236081  2.5122  B2 
00 56 50.82 -73 14 42.0 SMC-SC7  217829  5.17192 B2i
00 56 52.44 -72 56 09.1 SMC-SC7  236063  3.77613 B1 
00 56 52.87 -72 52 11.5 SMC-SC7  240083 10.757   C1i
00 56 53.25 -72 48 49.3 SMC-SC7  243942  2.02959 B2 
00 56 54.18 -72 30 44.5 SMC-SC7  263184  1.37877 B2 
00 56 55.60 -73 20 20.5 SMC-SC7  211234  1.53909 B2 
00 56 57.15 -73 11 37.8 SMC-SC7  217985  1.94458 B2 
00 56 57.85 -72 43 21.2 SMC-SC7  247708  5.67861 C1 
00 57 04.38 -72 40 33.3 SMC-SC7  251741  1.77782 B1 
00 57 04.85 -73 08 26.0 SMC-SC7  221282  1.86095 B1 
00 57 05.18 -72 36 26.6 SMC-SC7  255575  3.82554 B1 
00 57 08.51 -73 04 55.5 SMC-SC7  224683  6.37184 C1 
00 57 15.74 -72 58 36.1 SMC-SC7  232317  1.52583 B2 
00 57 18.14 -72 55 53.7 SMC-SC7  236366  1.14305 C1 
00 57 19.25 -73 03 07.8 SMC-SC7  228372  1.5198  B2 
00 57 24.91 -73 04 57.1 SMC-SC7  224782  1.08946 B2i
00 57 24.91 -73 04 57.1 SMC-SC8     139  1.08948 B2i
00 57 27.22 -73 03 27.2 SMC-SC7  228278  3.71822 B1 
00 57 27.22 -73 03 27.2 SMC-SC8    3751  3.71765 B2 
00 57 27.89 -72 33 48.8 SMC-SC7  259491  2.24218 B1i
00 57 27.90 -72 33 48.8 SMC-SC8   35110  2.24219 B1i
00 57 31.08 -73 05 42.7 SMC-SC7  224758  1.50098 B2 
00 57 31.09 -73 05 42.6 SMC-SC8     118  1.50099 B2 
00 57 31.21 -73 13 05.8 SMC-SC7  217862  3.37165 B2i
00 57 31.64 -73 06 20.1 SMC-SC7  224699  2.14465 B1 
00 57 31.65 -73 06 19.9 SMC-SC8      42  2.1446  B1 
00 57 32.01 -72 45 16.5 SMC-SC7  247728  2.32072 B1 
00 57 32.73 -72 30 05.9 SMC-SC7  263129  1.4929  B2i
00 57 32.74 -72 30 06.0 SMC-SC8   38862  1.49288 B2i
00 57 34.13 -72 45 09.5 SMC-SC7  247700  6.06983 C1 
00 57 34.15 -72 45 09.5 SMC-SC8   22366  6.06943 C1 
00 57 34.93 -73 13 04.5 SMC-SC7  217946  1.42564 B2 
00 57 34.99 -72 57 43.7 SMC-SC7  232190  4.89881 B1i
00 57 34.99 -72 57 43.8 SMC-SC8    7594  4.89881 B1i
00 57 36.57 -72 40 30.5 SMC-SC8   26294  3.97394 B2 
